ip,city,region,country,loc,timezone,country_name,latitude,longitude,org,hostname,postal,bogon
83.52.230.253,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,253.red-83-52-230.dynamicip.rima-tde.net,28013,
83.53.176.205,Arzúa,Galicia,ES,"42.9333,-8.1500",Europe/Madrid,Spain,42.9333,-8.1500,AS3352 TELEFONICA DE ESPANA,205.red-83-53-176.dynamicip.rima-tde.net,15810,
83.55.108.9,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,9.red-83-55-108.dynamicip.rima-tde.net,28013,
83.55.138.52,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,52.red-83-55-138.dynamicip.rima-tde.net,28013,
83.55.163.245,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,245.red-83-55-163.dynamicip.rima-tde.net,28025,
83.55.22.4,Las Rozas de Madrid,Madrid,ES,"40.4929,-3.8737",Europe/Madrid,Spain,40.4929,-3.8737,AS3352 TELEFONICA DE ESPANA,4.red-83-55-22.dynamicip.rima-tde.net,28230,
83.56.168.143,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,143.red-83-56-168.dynamicip.rima-tde.net,28001,
83.56.208.173,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,173.red-83-56-208.dynamicip.rima-tde.net,28001,
83.56.21.233,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,233.red-83-56-21.staticip.rima-tde.net,28001,
83.57.120.57,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,57.red-83-57-120.dynamicip.rima-tde.net,28001,
83.57.123.180,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,180.red-83-57-123.dynamicip.rima-tde.net,28001,
83.57.190.231,Alcázar de San Juan,Castille-La Mancha,ES,"39.3901,-3.2083",Europe/Madrid,Spain,39.3901,-3.2083,AS3352 TELEFONICA DE ESPANA,231.red-83-57-190.dynamicip.rima-tde.net,13600,
83.58.145.221,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,221.red-83-58-145.dynamicip.rima-tde.net,28001,
83.58.147.133,Barcelona,Catalonia,ES,"41.3333,2.0000",Europe/Madrid,Spain,41.3333,2.0000,AS3352 TELEFONICA DE ESPANA,133.red-83-58-147.dynamicip.rima-tde.net,08849,
83.59.106.101,Sevilla,Andalusia,ES,"37.3976,-6.0527",Europe/Madrid,Spain,37.3976,-6.0527,AS3352 TELEFONICA DE ESPANA,101.red-83-59-106.dynamicip.rima-tde.net,41910,
83.59.136.82,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,82.red-83-59-136.dynamicip.rima-tde.net,28013,
83.59.16.179,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,179.red-83-59-16.dynamicip.rima-tde.net,28013,
83.59.47.154,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,154.red-83-59-47.dynamicip.rima-tde.net,28013,
83.59.95.55,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,55.red-83-59-95.dynamicip.rima-tde.net,28001,
83.60.172.180,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,AS3352 TELEFONICA DE ESPANA,180.red-83-60-172.dynamicip.rima-tde.net,46001,
83.60.210.171,Vecindario,Canary Islands,ES,"27.8464,-15.4445",Atlantic/Canary,Spain,27.8464,-15.4445,AS3352 TELEFONICA DE ESPANA,171.red-83-60-210.dynamicip.rima-tde.net,35110,
83.60.40.202,Palma,Balearic Islands,ES,"39.6064,2.6489",Europe/Madrid,Spain,39.6064,2.6489,AS3352 TELEFONICA DE ESPANA,202.red-83-60-40.dynamicip.rima-tde.net,07120,
83.60.83.138,Santa Cruz de Tenerife,Canary Islands,ES,"28.4367,-16.3004",Atlantic/Canary,Spain,28.4367,-16.3004,AS3352 TELEFONICA DE ESPANA,138.red-83-60-83.dynamicip.rima-tde.net,38107,
83.60.86.201,Santa Cruz de Tenerife,Canary Islands,ES,"28.4367,-16.3004",Atlantic/Canary,Spain,28.4367,-16.3004,AS3352 TELEFONICA DE ESPANA,201.red-83-60-86.dynamicip.rima-tde.net,38107,
83.61.133.199,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,199.red-83-61-133.dynamicip.rima-tde.net,28001,
83.61.143.67,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,67.red-83-61-143.dynamicip.rima-tde.net,28001,
83.61.159.209,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,209.red-83-61-159.dynamicip.rima-tde.net,28001,
83.61.241.37,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,37.red-83-61-241.dynamicip.rima-tde.net,28001,
83.61.74.86,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,86.red-83-61-74.dynamicip.rima-tde.net,28001,
83.61.78.120,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,120.red-83-61-78.dynamicip.rima-tde.net,28001,
83.63.131.193,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,193.red-83-63-131.staticip.rima-tde.net,28013,
83.63.160.63,Santa Cruz de Tenerife,Canary Islands,ES,"28.4756,-16.2592",Atlantic/Canary,Spain,28.4756,-16.2592,AS3352 TELEFONICA DE ESPANA,63.red-83-63-160.staticip.rima-tde.net,38170,
83.63.165.156,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,156.red-83-63-165.staticip.rima-tde.net,28001,
83.71.193.244,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,AS5466 Eircom Limited,oag4.wlan.daa.dublin.eircom.net,D02,
84.114.167.130,Vienna,Vienna,AT,"48.2085,16.3721",Europe/Vienna,Austria,48.2085,16.3721,AS8412 T-Mobile Austria GmbH,84-114-167-130.cable.dynamic.surfer.at,1010,
84.120.107.168,Murcia,Murcia,ES,"37.9870,-1.1300",Europe/Madrid,Spain,37.9870,-1.1300,"AS6739 VODAFONE ONO, S.A.",84.120.107.168.dyn.user.ono.com,30001,
84.120.36.56,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.120.36.56.dyn.user.ono.com,46001,
84.120.65.48,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.120.65.48.dyn.user.ono.com,46001,
84.121.113.165,Albacete,Castille-La Mancha,ES,"38.9942,-1.8564",Europe/Madrid,Spain,38.9942,-1.8564,"AS6739 VODAFONE ONO, S.A.",84.121.113.165.dyn.user.ono.com,02049,
84.121.15.48,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.121.15.48.dyn.user.ono.com,46001,
84.121.40.247,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.121.40.247.dyn.user.ono.com,46001,
84.121.59.200,Albacete,Castille-La Mancha,ES,"38.9942,-1.8564",Europe/Madrid,Spain,38.9942,-1.8564,"AS6739 VODAFONE ONO, S.A.",84.121.59.200.dyn.user.ono.com,02001,
84.122.112.7,San Fernando,Andalusia,ES,"36.4759,-6.1982",Europe/Madrid,Spain,36.4759,-6.1982,"AS6739 VODAFONE ONO, S.A.",84.122.112.7.dyn.user.ono.com,11100,
84.122.128.226,Cadiz,Andalusia,ES,"36.5298,-6.2947",Europe/Madrid,Spain,36.5298,-6.2947,"AS6739 VODAFONE ONO, S.A.",84.122.128.226.dyn.user.ono.com,11005,
84.122.134.198,Cadiz,Andalusia,ES,"36.5267,-6.2891",Europe/Madrid,Spain,36.5267,-6.2891,"AS6739 VODAFONE ONO, S.A.",84.122.134.198.dyn.user.ono.com,11001,
84.122.139.8,Cadiz,Andalusia,ES,"36.5267,-6.2891",Europe/Madrid,Spain,36.5267,-6.2891,"AS6739 VODAFONE ONO, S.A.",84.122.139.8.dyn.user.ono.com,11001,
84.122.145.239,Cadiz,Andalusia,ES,"36.5267,-6.2891",Europe/Madrid,Spain,36.5267,-6.2891,"AS6739 VODAFONE ONO, S.A.",84.122.145.239.dyn.user.ono.com,11001,
84.122.176.188,Algeciras,Andalusia,ES,"36.1333,-5.4505",Europe/Madrid,Spain,36.1333,-5.4505,"AS6739 VODAFONE ONO, S.A.",84.122.176.188.dyn.user.ono.com,11200,
84.122.205.249,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.122.205.249.dyn.user.ono.com,46001,
84.122.55.236,Algeciras,Andalusia,ES,"36.1333,-5.4505",Europe/Madrid,Spain,36.1333,-5.4505,"AS6739 VODAFONE ONO, S.A.",84.122.55.236.dyn.user.ono.com,11200,
84.122.77.144,Rota,Andalusia,ES,"36.6255,-6.3622",Europe/Madrid,Spain,36.6255,-6.3622,"AS6739 VODAFONE ONO, S.A.",84.122.77.144.dyn.user.ono.com,11520,
84.122.81.236,Linares,Andalusia,ES,"38.0952,-3.6360",Europe/Madrid,Spain,38.0952,-3.6360,"AS6739 VODAFONE ONO, S.A.",84.122.81.236.dyn.user.ono.com,23700,
84.123.122.159,Palma,Balearic Islands,ES,"39.5695,2.6500",Europe/Madrid,Spain,39.5695,2.6500,"AS6739 VODAFONE ONO, S.A.",84.123.122.159.dyn.user.ono.com,07608,
84.123.136.127,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",Europe/Berlin,Germany,50.1155,8.6842,"AS6739 VODAFONE ONO, S.A.",84.123.136.127.dyn.user.ono.com,60306,
84.123.144.30,Malmö,Skåne,SE,"55.6059,13.0007",Europe/Stockholm,Sweden,55.6059,13.0007,"AS6739 VODAFONE ONO, S.A.",84.123.144.30.dyn.user.ono.com,200 01,
84.123.150.27,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,"AS6739 VODAFONE ONO, S.A.",84.123.150.27.dyn.user.ono.com,08005,
84.123.156.106,Gandia,Valencia,ES,"38.9667,-0.1833",Europe/Madrid,Spain,38.9667,-0.1833,"AS6739 VODAFONE ONO, S.A.",84.123.156.106.dyn.user.ono.com,46700,
84.123.168.153,Malmö,Skåne,SE,"55.6059,13.0007",Europe/Stockholm,Sweden,55.6059,13.0007,"AS6739 VODAFONE ONO, S.A.",84.123.168.153.dyn.user.ono.com,200 01,
84.123.179.37,Hernani,Basque Country,ES,"43.2662,-1.9762",Europe/Madrid,Spain,43.2662,-1.9762,"AS6739 VODAFONE ONO, S.A.",84.123.179.37.dyn.user.ono.com,20120,
84.123.25.242,Valencia,Valencia,ES,"39.4698,-0.3774",Europe/Madrid,Spain,39.4698,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.123.25.242.dyn.user.ono.com,46011,
84.123.36.139,Valencia,Valencia,ES,"39.4698,-0.3774",Europe/Madrid,Spain,39.4698,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.123.36.139.dyn.user.ono.com,46011,
84.123.55.84,Palma,Balearic Islands,ES,"39.5680,2.6835",Europe/Madrid,Spain,39.5680,2.6835,"AS6739 VODAFONE ONO, S.A.",84.123.55.84.dyn.user.ono.com,07198,
84.124.120.186,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,"AS6739 VODAFONE ONO, S.A.",84.124.120.186.static.user.ono.com,08005,
84.124.18.210,La Gangosa Vistasol,Andalusia,ES,"36.8058,-2.6217",Europe/Madrid,Spain,36.8058,-2.6217,"AS6739 VODAFONE ONO, S.A.",correo.vicasol.com,04720,
84.124.249.41,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,"AS6739 VODAFONE ONO, S.A.",84.124.249.41.dyn.user.ono.com,46001,
84.125.10.108,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,AS12430 VODAFONE ESPANA S.A.U.,84.125.10.108.dyn.user.ono.com,46001,
84.125.143.42,El Puerto de Santa María,Andalusia,ES,"36.5939,-6.2330",Europe/Madrid,Spain,36.5939,-6.2330,"AS6739 VODAFONE ONO, S.A.",84.125.143.42.dyn.user.ono.com,11500,
84.125.196.127,Chiclana de la Frontera,Andalusia,ES,"36.4198,-6.1437",Europe/Madrid,Spain,36.4198,-6.1437,"AS6739 VODAFONE ONO, S.A.",84.125.196.127.dyn.user.ono.com,11130,
84.125.222.120,Jerez de la Frontera,Andalusia,ES,"36.6556,-6.1684",Europe/Madrid,Spain,36.6556,-6.1684,"AS6739 VODAFONE ONO, S.A.",84.125.222.120.dyn.user.ono.com,11408,
84.125.234.67,San Fernando,Andalusia,ES,"36.4759,-6.1982",Europe/Madrid,Spain,36.4759,-6.1982,"AS6739 VODAFONE ONO, S.A.",84.125.234.67.dyn.user.ono.com,11100,
84.125.93.151,Baños de Molgas,Galicia,ES,"42.1974,-7.6068",Europe/Madrid,Spain,42.1974,-7.6068,AS12430 VODAFONE ESPANA S.A.U.,84.125.93.151.dyn.user.ono.com,32705,
84.126.15.127,Murcia,Murcia,ES,"37.9870,-1.1300",Europe/Madrid,Spain,37.9870,-1.1300,"AS6739 VODAFONE ONO, S.A.",84.126.15.127.dyn.user.ono.com,30003,
84.126.162.138,Palma,Balearic Islands,ES,"39.5694,2.6502",Europe/Madrid,Spain,39.5694,2.6502,"AS6739 VODAFONE ONO, S.A.",84.126.162.138.dyn.user.ono.com,07001,
84.126.218.198,Medina del Campo,Castille and León,ES,"41.3124,-4.9141",Europe/Madrid,Spain,41.3124,-4.9141,"AS6739 VODAFONE ONO, S.A.",84.126.218.198.dyn.user.ono.com,47400,
84.127.132.156,Torrelavega,Cantabria,ES,"43.3494,-4.0479",Europe/Madrid,Spain,43.3494,-4.0479,"AS6739 VODAFONE ONO, S.A.",84.127.132.156.dyn.user.ono.com,39300,
84.127.145.60,Valladolid,Castille and León,ES,"41.6552,-4.7237",Europe/Madrid,Spain,41.6552,-4.7237,"AS6739 VODAFONE ONO, S.A.",84.127.145.60.dyn.user.ono.com,47001,
84.127.5.149,Cuenca,Castille-La Mancha,ES,"40.0667,-2.1333",Europe/Madrid,Spain,40.0667,-2.1333,"AS6739 VODAFONE ONO, S.A.",84.127.5.149.dyn.user.ono.com,16001,
84.127.64.211,Valencia,Valencia,ES,"39.4352,-0.4911",Europe/Madrid,Spain,39.4352,-0.4911,"AS6739 VODAFONE ONO, S.A.",84.127.64.211.dyn.user.ono.com,46901,
84.164.70.180,Bremen,Bremen,DE,"53.0758,8.8072",Europe/Berlin,Germany,53.0758,8.8072,AS3320 Deutsche Telekom AG,p54a446b4.dip0.t-ipconnect.de,28195,
84.232.105.70,Cieza,Murcia,ES,"38.2400,-1.4199",Europe/Madrid,Spain,38.2400,-1.4199,AS29119 ServiHosting Networks S.L.,,30530,
84.232.113.122,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS29119 ServiHosting Networks S.L.,,28001,
84.7.57.33,Jugon-les-Lacs,Brittany,FR,"48.4167,-2.3333",Europe/Paris,France,48.4167,-2.3333,AS8228 SFR SA,33.57.7.84.rev.sfr.net,22270,
84.74.90.189,Wallisellen,Zurich,CH,"47.4150,8.5967",Europe/Zurich,Switzerland,47.4150,8.5967,AS6830 Liberty Global B.V.,84-74-90-189.dclient.hispeed.ch,8304,
84.76.107.103,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12479 Orange Espagne SA,,08001,
84.76.138.145,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12479 Orange Espagne SA,,08001,
84.76.230.188,Daimiel,Castille-La Mancha,ES,"39.0700,-3.6150",Europe/Madrid,Spain,39.0700,-3.6150,AS12479 Orange Espagne SA,,13250,
84.76.76.26,Valencia,Valencia,ES,"39.3583,-0.4583",Europe/Madrid,Spain,39.3583,-0.4583,AS12479 Orange Espagne SA,,46225,
84.77.106.235,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.77.142.252,La Orotava,Canary Islands,ES,"28.3908,-16.5231",Atlantic/Canary,Spain,28.3908,-16.5231,AS12479 Orange Espagne SA,,38300,
84.77.145.197,Guarromán,Andalusia,ES,"38.1828,-3.6870",Europe/Madrid,Spain,38.1828,-3.6870,AS12479 Orange Espagne SA,,23210,
84.77.147.47,Jaén,Andalusia,ES,"37.7692,-3.7903",Europe/Madrid,Spain,37.7692,-3.7903,AS12479 Orange Espagne SA,,23001,
84.77.154.62,Granada,Andalusia,ES,"37.1882,-3.6067",Europe/Madrid,Spain,37.1882,-3.6067,AS12479 Orange Espagne SA,,18182,
84.77.167.235,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.77.50.136,Barcelona,Catalonia,ES,"41.5333,2.2333",Europe/Madrid,Spain,41.5333,2.2333,AS12479 Orange Espagne SA,,08107,
84.78.142.178,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.78.142.200,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.78.188.245,San Vicent del Raspeig,Valencia,ES,"38.3964,-0.5255",Europe/Madrid,Spain,38.3964,-0.5255,AS12479 Orange Espagne SA,,03690,
84.79.144.4,Pamplona,Navarre,ES,"42.8169,-1.6432",Europe/Madrid,Spain,42.8169,-1.6432,AS12479 Orange Espagne SA,,31001,
84.79.150.220,Pozuelo de Alarcón,Madrid,ES,"40.4329,-3.8134",Europe/Madrid,Spain,40.4329,-3.8134,AS12479 Orange Espagne SA,,28223,
84.79.155.111,Sevilla,Andalusia,ES,"37.3976,-6.0527",Europe/Madrid,Spain,37.3976,-6.0527,AS12479 Orange Espagne SA,,41910,
84.79.168.11,Madrid,Madrid,ES,"40.3569,-3.9001",Europe/Madrid,Spain,40.3569,-3.9001,AS12479 Orange Espagne SA,,28679,
84.79.190.7,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.79.214.214,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12479 Orange Espagne SA,,28001,
84.79.49.113,Pozuelo de Alarcón,Madrid,ES,"40.4329,-3.8134",Europe/Madrid,Spain,40.4329,-3.8134,AS12479 Orange Espagne SA,,28223,
84.88.229.249,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS13041 Consorci de Serveis Universitaris de Catalunya,iqstac6.iqs.url.es,08001,
84.95.88.100,Hadera,Haifa,IL,"32.4419,34.9039",Asia/Jerusalem,Israel,32.4419,34.9039,AS12400 Partner Communications Ltd.,84.95.88.100.static.012.net.il,,
84.97.121.93,Quimperlé,Brittany,FR,"47.8721,-3.5499",Europe/Paris,France,47.8721,-3.5499,AS15557 SFR SA,93.121.97.84.rev.sfr.net,29300,
85.13.148.22,Neusalza-Spremberg,Saxony,DE,"51.0395,14.5356",Europe/Berlin,Germany,51.0395,14.5356,AS34788 Neue Medien Muennich GmbH,dd52802.kasserver.com,02742,
85.136.146.205,Córdoba,Andalusia,ES,"37.8916,-4.7728",Europe/Madrid,Spain,37.8916,-4.7728,"AS6739 VODAFONE ONO, S.A.",85.136.146.205.dyn.user.ono.com,14001,
85.136.169.130,Castelló de la Plana,Valencia,ES,"39.9857,-0.0493",Europe/Madrid,Spain,39.9857,-0.0493,"AS6739 VODAFONE ONO, S.A.",85.136.169.130.dyn.user.ono.com,12550,
85.136.169.148,Castelló de la Plana,Valencia,ES,"39.9857,-0.0493",Europe/Madrid,Spain,39.9857,-0.0493,"AS6739 VODAFONE ONO, S.A.",85.136.169.148.dyn.user.ono.com,12550,
85.136.44.127,Granada,Andalusia,ES,"37.1882,-3.6067",Europe/Madrid,Spain,37.1882,-3.6067,"AS6739 VODAFONE ONO, S.A.",85.136.44.127.dyn.user.ono.com,18182,
85.136.51.22,Granada,Andalusia,ES,"37.1882,-3.6067",Europe/Madrid,Spain,37.1882,-3.6067,"AS6739 VODAFONE ONO, S.A.",85.136.51.22.dyn.user.ono.com,18182,
85.136.55.82,Granada,Andalusia,ES,"37.1882,-3.6067",Europe/Madrid,Spain,37.1882,-3.6067,"AS6739 VODAFONE ONO, S.A.",85.136.55.82.dyn.user.ono.com,18182,
85.136.65.63,Málaga,Andalusia,ES,"36.7202,-4.4203",Europe/Madrid,Spain,36.7202,-4.4203,"AS6739 VODAFONE ONO, S.A.",85.136.65.63.dyn.user.ono.com,29001,
85.137.133.144,Granada,Andalusia,ES,"37.1882,-3.6067",Europe/Madrid,Spain,37.1882,-3.6067,"AS6739 VODAFONE ONO, S.A.",85.137.133.144.dyn.user.ono.com,18001,
85.137.214.209,Córdoba,Andalusia,ES,"37.8916,-4.7727",Europe/Madrid,Spain,37.8916,-4.7727,"AS6739 VODAFONE ONO, S.A.",85.137.214.209.dyn.user.ono.com,14010,
85.137.52.158,Huelva,Andalusia,ES,"37.2714,-6.9495",Europe/Madrid,Spain,37.2714,-6.9495,"AS6739 VODAFONE ONO, S.A.",85.137.52.158.dyn.user.ono.com,21003,
85.152.153.104,Pereiro de Aguiar,Galicia,ES,"42.3749,-7.8049",Europe/Madrid,Spain,42.3749,-7.8049,"AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",cm-staticip-85-152-153-104.telecable.es,15003,
85.152.161.241,Pereiro de Aguiar,Galicia,ES,"42.3749,-7.8049",Europe/Madrid,Spain,42.3749,-7.8049,"AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",cm-staticip-85-152-161-241.telecable.es,15003,
85.152.25.7,Avilés,Asturias,ES,"43.5547,-5.9248",Europe/Madrid,Spain,43.5547,-5.9248,"AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",cm-staticip-85-152-25-7.telecable.es,33405,
85.152.64.112,Pereiro de Aguiar,Galicia,ES,"42.3749,-7.8049",Europe/Madrid,Spain,42.3749,-7.8049,"AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",cm-staticip-85-152-64-112.telecable.es,15003,
85.155.171.1,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,"AS6739 VODAFONE ONO, S.A.",85.155.171.1.dyn.user.ono.com,08005,
85.155.203.80,Las Palmas de Gran Canaria,Canary Islands,ES,"28.0944,-15.4591",Atlantic/Canary,Spain,28.0944,-15.4591,"AS6739 VODAFONE ONO, S.A.",85.155.203.80.dyn.user.ono.com,35019,
85.192.91.253,Sant Martí,Catalonia,ES,"41.4181,2.1993",Europe/Madrid,Spain,41.4181,2.1993,AS21193 Centre de Telecomunicacions i Tecnologies de la Informacio de la Generalitat de Catalunya,,08900,
85.214.138.248,Berlin,Berlin,DE,"52.5244,13.4105",Europe/Berlin,Germany,52.5244,13.4105,AS6724 Strato AG,h2939472.stratoserver.net,10119,
85.214.252.184,Berlin,Berlin,DE,"52.5244,13.4105",Europe/Berlin,Germany,52.5244,13.4105,AS6724 Strato AG,h2659397.stratoserver.net,10119,
85.219.34.167,L'Hospitalet de Llobregat,Catalonia,ES,"41.3597,2.1003",Europe/Madrid,Spain,41.3597,2.1003,"AS6739 VODAFONE ONO, S.A.",85.219.34.167.dyn.user.ono.com,08940,
85.244.39.67,Ponta Delgada,Azores,PT,"37.7395,-25.6687",Atlantic/Azores,Portugal,37.7395,-25.6687,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,bl11-39-67.dsl.telepac.pt,9500-000,
85.246.188.66,Loulé,Faro,PT,"37.1377,-8.0197",Europe/Lisbon,Portugal,37.1377,-8.0197,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,bl13-188-66.dsl.telepac.pt,8100-000,
85.25.236.8,Strasbourg,Grand Est,FR,"48.5839,7.7455",Europe/Paris,France,48.5839,7.7455,AS8972 Host Europe GmbH,loft2459.dedicatedpanel.com,67000,
85.251.70.176,Cerdanyola del Vallès,Catalonia,ES,"41.4911,2.1408",Europe/Madrid,Spain,41.4911,2.1408,"AS6739 VODAFONE ONO, S.A.",85.251.70.176.dyn.user.ono.com,08290,
85.251.85.211,Zaragoza,Aragon,ES,"41.6561,-0.8773",Europe/Madrid,Spain,41.6561,-0.8773,"AS6739 VODAFONE ONO, S.A.",85.251.85.211.dyn.user.ono.com,50001,
85.48.101.193,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12479 Orange Espagne SA,193.pool85-48-101.dynamic.orange.es,08001,
85.48.134.242,Fuenlabrada,Madrid,ES,"40.2842,-3.7942",Europe/Madrid,Spain,40.2842,-3.7942,AS12479 Orange Espagne SA,242.pool85-48-134.dynamic.orange.es,28940,
85.48.148.136,Palma,Balearic Islands,ES,"39.6083,2.5874",Europe/Madrid,Spain,39.6083,2.5874,AS12479 Orange Espagne SA,136.pool85-48-148.dynamic.orange.es,07193,
85.49.138.49,Manlleu,Catalonia,ES,"42.0023,2.2848",Europe/Madrid,Spain,42.0023,2.2848,AS12479 Orange Espagne SA,49.pool85-49-138.dynamic.orange.es,08560,
85.49.148.76,Calahorra,La Rioja,ES,"42.3051,-1.9652",Europe/Madrid,Spain,42.3051,-1.9652,AS12479 Orange Espagne SA,76.pool85-49-148.dynamic.orange.es,26500,
85.49.23.116,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12479 Orange Espagne SA,116.pool85-49-23.dynamic.orange.es,08001,
85.50.143.34,Pozuelo de Alarcón,Madrid,ES,"40.4329,-3.8134",Europe/Madrid,Spain,40.4329,-3.8134,AS12479 Orange Espagne SA,34.pool85-50-143.dynamic.orange.es,28223,
